order_id,customer_id,product_id,amount,payment_mode,order_time,status
6417,314,3,2702.0,Transfer,2026-05-01 4:00:00,COMPLETED
6418,767,14,4910.96,Cash,2026-05-02 16:00:00,COMPLETED
6419,302,19,1909.16,Transfer,2026-05-06 12:00:00,COMPLETED
6420,259,17,1237.21,Card,2026-05-02 15:00:00,PENDING
6421,740,16,4494.07,Cash,2026-05-03 0:00:00,PENDING
6422,457,10,3950.31,Transfer,2026-05-07 6:00:00,CANCELLED
6423,899,3,2308.93,Transfer,2026-05-07 3:00:00,PENDING
6424,530,12,4046.11,Transfer,2026-05-04 3:00:00,COMPLETED
6425,476,2,3717.47,Card,2026-05-06 4:00:00,PENDING
6426,981,13,4638.46,Card,2026-05-03 12:00:00,CANCELLED
6427,511,20,521.26,Card,2026-05-02 18:00:00,COMPLETED
6428,702,15,797.69,Cash,2026-05-07 20:00:00,COMPLETED
6429,818,5,700.59,Card,2026-05-02 14:00:00,CANCELLED
6430,301,1,1056.12,Cash,2026-05-04 15:00:00,PENDING
6431,157,2,3865.59,Cash,2026-05-01 6:00:00,COMPLETED
6432,318,14,4435.47,Cash,2026-05-02 0:00:00,PENDING
6433,384,1,939.28,Transfer,2026-05-02 4:00:00,COMPLETED
6434,553,17,988.39,Card,2026-05-01 21:00:00,COMPLETED
6435,313,10,1160.33,Card,2026-05-02 11:00:00,PENDING
6436,70,10,4835.48,Transfer,2026-05-05 1:00:00,CANCELLED
6437,28,14,4599.09,Transfer,2026-05-05 23:00:00,PENDING
6438,680,14,2944.49,Transfer,2026-05-04 0:00:00,PENDING
6439,550,19,3326.63,Card,2026-05-03 6:00:00,CANCELLED
6440,976,17,521.8,Card,2026-05-07 19:00:00,CANCELLED
6441,176,13,2210.43,Cash,2026-05-03 10:00:00,COMPLETED
6442,656,17,2774.0,Card,2026-05-04 14:00:00,COMPLETED
6443,160,8,4571.42,Cash,2026-05-03 11:00:00,CANCELLED
6444,695,4,1129.23,Transfer,2026-05-02 7:00:00,CANCELLED
6445,493,12,3312.03,Transfer,2026-05-03 23:00:00,PENDING
6446,638,20,4874.73,Transfer,2026-05-02 2:00:00,CANCELLED
6447,661,18,4950.33,Transfer,2026-05-03 18:00:00,CANCELLED
6448,530,11,1066.91,Card,2026-05-07 22:00:00,COMPLETED
6449,972,15,4121.52,Card,2026-05-03 8:00:00,COMPLETED
6450,781,3,667.92,Card,2026-05-03 10:00:00,PENDING
6451,995,7,4396.46,Card,2026-05-03 4:00:00,COMPLETED
6452,178,19,2888.14,Transfer,2026-05-07 7:00:00,CANCELLED
6453,557,5,4856.57,Cash,2026-05-03 11:00:00,CANCELLED
6454,803,2,3636.25,Card,2026-05-07 13:00:00,PENDING
6455,799,19,3956.4,Transfer,2026-05-04 9:00:00,COMPLETED
6456,782,20,2520.05,Cash,2026-05-05 1:00:00,PENDING
6457,20,6,2003.65,Transfer,2026-05-04 13:00:00,PENDING
6458,803,4,4438.79,Cash,2026-05-05 19:00:00,COMPLETED
6459,592,13,3735.12,Card,2026-05-05 1:00:00,COMPLETED
6460,44,13,4584.99,Transfer,2026-05-01 22:00:00,CANCELLED
6461,442,17,1801.3,Card,2026-05-04 8:00:00,COMPLETED
6462,756,7,4784.34,Transfer,2026-05-01 8:00:00,COMPLETED
6463,464,15,2148.54,Transfer,2026-05-04 12:00:00,PENDING
6464,119,3,1644.8,Cash,2026-05-02 3:00:00,CANCELLED
6465,347,17,2681.84,Card,2026-05-01 5:00:00,CANCELLED
6466,172,18,2616.19,Card,2026-05-07 0:00:00,CANCELLED
6467,523,4,4718.15,Card,2026-05-03 8:00:00,COMPLETED
6468,624,3,3603.09,Transfer,2026-05-01 22:00:00,PENDING
6469,244,12,3687.48,Cash,2026-05-03 8:00:00,PENDING
6470,146,5,4149.0,Card,2026-05-04 16:00:00,PENDING
6471,99,15,4427.1,Cash,2026-05-04 8:00:00,COMPLETED
6472,416,12,1223.98,Card,2026-05-06 4:00:00,CANCELLED
6473,773,8,988.76,Transfer,2026-05-01 20:00:00,PENDING
6474,538,9,3521.55,Transfer,2026-05-03 20:00:00,COMPLETED
6475,848,12,3119.49,Cash,2026-05-05 10:00:00,CANCELLED
6476,628,19,1607.58,Card,2026-05-01 9:00:00,COMPLETED
6477,727,10,3734.29,Card,2026-05-03 10:00:00,PENDING
6478,616,7,4255.4,Cash,2026-05-06 20:00:00,COMPLETED
6479,557,13,3976.73,Transfer,2026-05-01 15:00:00,CANCELLED
6480,530,15,1633.03,Card,2026-05-03 10:00:00,PENDING
6481,631,8,4795.44,Cash,2026-05-05 15:00:00,CANCELLED
6482,125,2,3097.6,Transfer,2026-05-02 11:00:00,CANCELLED
6483,165,12,1157.11,Cash,2026-05-06 11:00:00,CANCELLED
6484,613,2,2529.29,Transfer,2026-05-05 21:00:00,COMPLETED
6485,943,17,1051.2,Cash,2026-05-04 14:00:00,CANCELLED
6486,325,7,4684.24,Card,2026-05-05 2:00:00,COMPLETED
6487,236,4,2088.67,Transfer,2026-05-03 19:00:00,PENDING
6488,384,10,3668.65,Cash,2026-05-04 8:00:00,CANCELLED
6489,798,17,1847.32,Card,2026-05-05 13:00:00,COMPLETED
6490,333,5,2050.12,Cash,2026-05-03 2:00:00,COMPLETED
6491,17,16,4256.04,Transfer,2026-05-05 4:00:00,PENDING
6492,882,12,1787.04,Card,2026-05-01 5:00:00,CANCELLED
6493,594,18,3921.77,Card,2026-05-02 14:00:00,PENDING
6494,162,7,2349.01,Cash,2026-05-07 18:00:00,COMPLETED
6495,177,16,4373.67,Transfer,2026-05-04 9:00:00,CANCELLED
6496,544,16,2702.53,Card,2026-05-04 10:00:00,CANCELLED
6497,783,8,4929.84,Cash,2026-05-01 9:00:00,CANCELLED
6498,623,18,1092.98,Transfer,2026-05-06 9:00:00,CANCELLED
6499,708,8,4709.65,Cash,2026-05-07 15:00:00,CANCELLED
6500,179,18,2843.79,Transfer,2026-05-05 14:00:00,CANCELLED
6501,726,8,591.79,Transfer,2026-05-03 5:00:00,PENDING
6502,33,20,3871.95,Card,2026-05-02 7:00:00,COMPLETED
6503,865,12,4022.81,Cash,2026-05-02 6:00:00,PENDING
6504,626,3,4146.82,Card,2026-05-06 8:00:00,CANCELLED
6505,240,17,2804.41,Card,2026-05-04 5:00:00,PENDING
6506,710,13,1857.48,Transfer,2026-05-07 6:00:00,CANCELLED
6507,350,5,2838.5,Card,2026-05-07 6:00:00,PENDING
6508,323,15,1476.62,Card,2026-05-04 4:00:00,CANCELLED
6509,128,17,4498.04,Transfer,2026-05-07 22:00:00,CANCELLED
6510,286,4,1457.21,Transfer,2026-05-06 15:00:00,PENDING
6511,167,12,1641.9,Cash,2026-05-03 20:00:00,CANCELLED
6512,26,7,2377.2,Card,2026-05-03 1:00:00,PENDING
6513,370,20,2214.32,Card,2026-05-03 22:00:00,COMPLETED
6514,869,20,3269.75,Cash,2026-05-05 7:00:00,COMPLETED
6515,242,12,3619.79,Transfer,2026-05-03 17:00:00,CANCELLED
6516,586,15,3273.93,Card,2026-05-04 19:00:00,PENDING
6517,121,2,4728.38,Transfer,2026-05-03 12:00:00,CANCELLED
6518,693,3,2570.77,Card,2026-05-02 9:00:00,CANCELLED
6519,275,1,2674.64,Card,2026-05-06 4:00:00,PENDING
6520,160,14,4102.73,Card,2026-05-07 8:00:00,PENDING
6521,854,13,4655.62,Card,2026-05-01 5:00:00,PENDING
6522,557,13,3469.61,Transfer,2026-05-06 10:00:00,CANCELLED
6523,139,6,1000.43,Transfer,2026-05-04 8:00:00,PENDING
6524,134,17,3514.15,Transfer,2026-05-03 12:00:00,COMPLETED
6525,196,17,999.25,Transfer,2026-05-03 0:00:00,COMPLETED
6526,649,13,1637.69,Card,2026-05-01 9:00:00,CANCELLED
6527,728,5,3232.77,Cash,2026-05-01 15:00:00,CANCELLED
6528,358,9,3689.8,Transfer,2026-05-04 22:00:00,PENDING
6529,924,18,2893.14,Transfer,2026-05-07 10:00:00,CANCELLED
6530,222,10,4896.16,Transfer,2026-05-05 7:00:00,COMPLETED
6531,463,6,1309.34,Card,2026-05-07 11:00:00,PENDING
6532,926,1,1634.41,Card,2026-05-06 3:00:00,COMPLETED
6533,576,11,4514.69,Cash,2026-05-06 2:00:00,CANCELLED
6534,185,3,3168.6,Transfer,2026-05-02 17:00:00,COMPLETED
6535,694,15,1957.71,Card,2026-05-03 19:00:00,COMPLETED
6536,729,11,4913.14,Cash,2026-05-06 4:00:00,PENDING
6537,60,10,1847.03,Card,2026-05-05 20:00:00,PENDING
6538,371,6,1333.27,Card,2026-05-06 1:00:00,CANCELLED
6539,401,1,1770.79,Cash,2026-05-03 8:00:00,COMPLETED
6540,549,18,4795.06,Transfer,2026-05-01 7:00:00,CANCELLED
6541,789,8,4887.33,Transfer,2026-05-02 16:00:00,COMPLETED
6542,62,13,4204.8,Cash,2026-05-07 5:00:00,PENDING
6543,730,11,1005.21,Transfer,2026-05-04 5:00:00,COMPLETED
6544,14,19,2362.08,Card,2026-05-02 18:00:00,PENDING
6545,712,15,4992.44,Cash,2026-05-03 8:00:00,COMPLETED
6546,631,14,1740.51,Cash,2026-05-07 8:00:00,COMPLETED
6547,274,4,579.92,Cash,2026-05-07 2:00:00,PENDING
6548,169,17,2518.74,Card,2026-05-02 14:00:00,CANCELLED
6549,67,10,4268.53,Cash,2026-05-05 14:00:00,COMPLETED
6550,393,3,2696.42,Cash,2026-05-05 3:00:00,PENDING
6551,2,4,677.41,Transfer,2026-05-03 7:00:00,PENDING
6552,257,5,4544.34,Card,2026-05-03 2:00:00,CANCELLED
6553,924,14,3963.95,Cash,2026-05-02 22:00:00,COMPLETED
6554,766,2,1363.46,Transfer,2026-05-07 6:00:00,PENDING
6555,14,1,3638.51,Transfer,2026-05-05 15:00:00,CANCELLED
6556,295,4,3814.52,Cash,2026-05-03 11:00:00,PENDING
6557,408,17,661.23,Transfer,2026-05-04 6:00:00,CANCELLED
6558,703,17,1087.43,Cash,2026-05-03 3:00:00,CANCELLED
6559,195,4,4557.66,Transfer,2026-05-01 0:00:00,COMPLETED
6560,558,1,4100.14,Card,2026-05-05 11:00:00,PENDING
6561,136,20,569.72,Transfer,2026-05-01 16:00:00,CANCELLED
6562,890,2,3984.66,Transfer,2026-05-07 1:00:00,CANCELLED
6563,255,1,2799.81,Card,2026-05-05 11:00:00,PENDING
6564,824,5,4158.08,Card,2026-05-03 19:00:00,COMPLETED
6565,700,8,3781.01,Card,2026-05-03 14:00:00,PENDING
6566,798,8,2166.13,Transfer,2026-05-02 13:00:00,COMPLETED
6567,812,4,2176.43,Transfer,2026-05-02 12:00:00,CANCELLED
6568,839,20,4084.62,Cash,2026-05-03 15:00:00,COMPLETED
6569,111,14,4950.3,Transfer,2026-05-04 0:00:00,PENDING
6570,666,1,3852.66,Cash,2026-05-04 3:00:00,PENDING
6571,916,17,1512.5,Transfer,2026-05-05 6:00:00,CANCELLED
6572,187,9,3046.96,Cash,2026-05-01 5:00:00,COMPLETED
6573,984,14,515.02,Cash,2026-05-07 10:00:00,CANCELLED
6574,970,20,4271.32,Transfer,2026-05-03 9:00:00,COMPLETED
6575,582,1,2665.94,Cash,2026-05-02 2:00:00,COMPLETED
6576,198,10,2291.9,Transfer,2026-05-06 16:00:00,CANCELLED
6577,662,7,3108.46,Transfer,2026-05-04 23:00:00,CANCELLED
6578,157,15,4823.76,Card,2026-05-01 8:00:00,COMPLETED
6579,522,3,3687.19,Card,2026-05-06 22:00:00,COMPLETED
6580,560,2,4305.58,Cash,2026-05-07 16:00:00,COMPLETED
6581,882,13,4885.55,Card,2026-05-07 2:00:00,COMPLETED
6582,938,9,1155.06,Card,2026-05-03 12:00:00,COMPLETED
6583,232,8,832.25,Transfer,2026-05-05 1:00:00,CANCELLED
6584,574,10,4178.92,Card,2026-05-04 10:00:00,CANCELLED
6585,643,16,2006.85,Cash,2026-05-01 7:00:00,COMPLETED
6586,963,19,3362.8,Card,2026-05-05 22:00:00,COMPLETED
6587,716,8,3322.64,Cash,2026-05-07 11:00:00,COMPLETED
6588,478,15,3574.32,Card,2026-05-01 21:00:00,PENDING
6589,287,7,713.27,Card,2026-05-05 20:00:00,CANCELLED
6590,623,17,3367.27,Card,2026-05-04 1:00:00,CANCELLED
6591,856,6,4469.19,Cash,2026-05-06 1:00:00,PENDING
6592,638,14,3784.29,Cash,2026-05-01 13:00:00,CANCELLED
6593,849,2,4021.93,Transfer,2026-05-07 19:00:00,PENDING
6594,222,10,1234.11,Transfer,2026-05-04 11:00:00,COMPLETED
6595,729,6,605.92,Card,2026-05-05 20:00:00,COMPLETED
6596,482,7,1455.59,Card,2026-05-02 13:00:00,COMPLETED
6597,12,18,1688.7,Card,2026-05-02 6:00:00,PENDING
6598,702,11,4182.62,Card,2026-05-06 20:00:00,COMPLETED
6599,175,8,3708.36,Card,2026-05-07 16:00:00,PENDING
6600,940,7,882.27,Cash,2026-05-01 23:00:00,CANCELLED
6601,180,8,3355.73,Transfer,2026-05-01 6:00:00,CANCELLED
6602,182,3,2556.62,Card,2026-05-02 11:00:00,PENDING
6603,623,8,580.39,Cash,2026-05-03 14:00:00,CANCELLED
6604,581,13,4931.78,Cash,2026-05-04 23:00:00,CANCELLED
6605,112,19,1399.79,Card,2026-05-02 13:00:00,PENDING
6606,56,1,2592.15,Card,2026-05-03 23:00:00,PENDING
6607,798,17,3758.67,Cash,2026-05-02 22:00:00,COMPLETED
6608,681,1,4814.33,Transfer,2026-05-03 9:00:00,COMPLETED
6609,294,17,3539.42,Cash,2026-05-06 22:00:00,COMPLETED
6610,733,9,4566.18,Transfer,2026-05-04 10:00:00,CANCELLED
6611,217,7,1427.5,Card,2026-05-04 23:00:00,PENDING
6612,616,18,3747.84,Cash,2026-05-03 17:00:00,CANCELLED
6613,706,12,2366.42,Cash,2026-05-02 3:00:00,COMPLETED
6614,63,10,1531.38,Transfer,2026-05-03 14:00:00,COMPLETED
6615,308,19,4328.21,Cash,2026-05-01 5:00:00,COMPLETED
6616,592,6,4940.95,Transfer,2026-05-04 14:00:00,CANCELLED
6617,313,3,3769.31,Transfer,2026-05-02 1:00:00,COMPLETED
6618,647,5,1961.6,Cash,2026-05-03 22:00:00,CANCELLED
6619,481,7,3169.33,Card,2026-05-04 21:00:00,CANCELLED
6620,856,4,861.22,Card,2026-05-04 4:00:00,COMPLETED
6621,476,3,1154.62,Cash,2026-05-05 14:00:00,CANCELLED
6622,539,12,1371.09,Card,2026-05-01 7:00:00,COMPLETED
6623,81,8,3820.96,Transfer,2026-05-06 10:00:00,PENDING
6624,808,14,2298.31,Card,2026-05-01 11:00:00,COMPLETED
6625,75,20,4280.79,Card,2026-05-05 11:00:00,COMPLETED
6626,783,4,513.25,Transfer,2026-05-01 0:00:00,COMPLETED
6627,24,10,2394.11,Cash,2026-05-07 17:00:00,CANCELLED
6628,1000,5,1688.4,Card,2026-05-06 0:00:00,PENDING
6629,27,9,3565.18,Cash,2026-05-02 10:00:00,COMPLETED
6630,236,20,2277.87,Transfer,2026-05-05 3:00:00,CANCELLED
6631,364,6,2470.83,Card,2026-05-07 5:00:00,CANCELLED
6632,128,1,4133.27,Card,2026-05-04 0:00:00,PENDING
6633,991,10,2819.54,Card,2026-05-05 9:00:00,PENDING
6634,399,12,4757.51,Card,2026-05-05 19:00:00,COMPLETED
6635,112,12,1838.65,Transfer,2026-05-03 16:00:00,PENDING
6636,17,18,4016.24,Cash,2026-05-06 9:00:00,CANCELLED
6637,66,9,1274.15,Cash,2026-05-01 13:00:00,PENDING
6638,801,6,4781.44,Card,2026-05-01 16:00:00,CANCELLED
6639,353,18,1436.64,Cash,2026-05-02 6:00:00,PENDING
6640,882,4,627.5,Card,2026-05-05 3:00:00,CANCELLED
6641,136,19,2279.39,Cash,2026-05-06 19:00:00,CANCELLED
6642,850,1,2056.99,Transfer,2026-05-04 14:00:00,CANCELLED
6643,716,6,3588.23,Card,2026-05-03 12:00:00,COMPLETED
6644,957,12,4871.34,Cash,2026-05-07 20:00:00,CANCELLED
6645,424,12,4218.48,Cash,2026-05-02 10:00:00,PENDING
6646,9,8,2962.65,Cash,2026-05-01 9:00:00,PENDING
6647,451,13,1793.11,Card,2026-05-06 10:00:00,COMPLETED
6648,122,16,4051.38,Card,2026-05-04 3:00:00,COMPLETED
6649,252,2,1829.65,Card,2026-05-06 10:00:00,COMPLETED
6650,408,14,3863.88,Card,2026-05-04 13:00:00,COMPLETED
6651,945,17,2749.23,Card,2026-05-02 17:00:00,PENDING
6652,143,17,4541.89,Cash,2026-05-03 20:00:00,CANCELLED
6653,140,8,3731.51,Transfer,2026-05-07 19:00:00,PENDING
6654,560,12,928.85,Transfer,2026-05-02 18:00:00,PENDING
6655,459,12,1358.03,Transfer,2026-05-05 9:00:00,COMPLETED
6656,181,11,4922.93,Card,2026-05-01 7:00:00,COMPLETED
6657,66,16,1275.84,Card,2026-05-04 22:00:00,PENDING
6658,817,7,531.95,Card,2026-05-06 1:00:00,COMPLETED
6659,802,16,2465.81,Card,2026-05-02 6:00:00,CANCELLED
6660,444,1,3037.77,Card,2026-05-03 15:00:00,COMPLETED
6661,632,14,3706.18,Card,2026-05-01 23:00:00,COMPLETED
6662,36,1,4136.83,Card,2026-05-01 15:00:00,PENDING
6663,661,7,3254.1,Cash,2026-05-07 0:00:00,CANCELLED
6664,190,20,4292.55,Cash,2026-05-02 21:00:00,COMPLETED
6665,978,9,3989.58,Card,2026-05-04 8:00:00,COMPLETED
6666,747,13,2378.42,Transfer,2026-05-04 23:00:00,PENDING
6667,107,20,3276.35,Transfer,2026-05-02 9:00:00,COMPLETED
6668,273,6,1394.42,Cash,2026-05-04 2:00:00,CANCELLED
6669,900,17,1559.7,Transfer,2026-05-02 8:00:00,COMPLETED
6670,665,15,2589.76,Card,2026-05-02 18:00:00,PENDING
6671,15,13,1929.63,Card,2026-05-04 18:00:00,COMPLETED
6672,532,14,2816.63,Card,2026-05-01 12:00:00,COMPLETED
6673,560,6,2480.17,Transfer,2026-05-07 20:00:00,PENDING
6674,45,15,4297.06,Transfer,2026-05-04 10:00:00,COMPLETED
6675,996,20,1262.89,Cash,2026-05-06 10:00:00,COMPLETED
6676,370,8,3318.65,Transfer,2026-05-06 4:00:00,PENDING
6677,605,15,1019.09,Card,2026-05-06 22:00:00,COMPLETED
6678,824,19,866.22,Card,2026-05-05 10:00:00,COMPLETED
6679,99,1,2971.49,Card,2026-05-06 23:00:00,PENDING
6680,764,1,1545.77,Card,2026-05-03 17:00:00,COMPLETED
6681,404,11,3359.49,Cash,2026-05-05 1:00:00,CANCELLED
6682,539,8,1610.66,Transfer,2026-05-04 19:00:00,COMPLETED
6683,24,11,821.11,Card,2026-05-05 11:00:00,COMPLETED
6684,534,5,853.54,Card,2026-05-03 9:00:00,CANCELLED
6685,382,20,987.96,Cash,2026-05-07 20:00:00,COMPLETED
6686,469,7,1576.58,Transfer,2026-05-06 8:00:00,CANCELLED
6687,53,13,1777.27,Cash,2026-05-03 16:00:00,COMPLETED
6688,593,10,4873.11,Card,2026-05-05 21:00:00,PENDING
6689,709,8,4573.52,Transfer,2026-05-04 15:00:00,COMPLETED
6690,38,8,2439.05,Cash,2026-05-01 7:00:00,PENDING
6691,195,9,4894.54,Card,2026-05-01 7:00:00,CANCELLED
6692,357,3,2328.36,Transfer,2026-05-07 18:00:00,CANCELLED
6693,87,11,2919.26,Transfer,2026-05-03 3:00:00,PENDING
6694,174,5,3210.99,Cash,2026-05-05 13:00:00,COMPLETED
6695,762,3,3556.65,Cash,2026-05-04 19:00:00,CANCELLED
6696,73,14,4694.53,Transfer,2026-05-02 7:00:00,CANCELLED
6697,902,1,1993.21,Cash,2026-05-06 3:00:00,COMPLETED
6698,359,14,1221.2,Transfer,2026-05-02 0:00:00,COMPLETED
6699,901,15,4536.66,Cash,2026-05-01 8:00:00,CANCELLED
6700,612,6,1102.84,Cash,2026-05-04 6:00:00,CANCELLED
6701,843,19,3247.43,Transfer,2026-05-07 3:00:00,CANCELLED
6702,905,6,3628.18,Transfer,2026-05-06 6:00:00,CANCELLED
6703,228,16,1043.78,Card,2026-05-07 11:00:00,CANCELLED
6704,970,9,3407.98,Card,2026-05-03 10:00:00,COMPLETED
6705,186,3,4052.07,Cash,2026-05-03 3:00:00,PENDING
6706,483,14,4252.57,Cash,2026-05-07 10:00:00,COMPLETED
6707,105,6,3950.81,Cash,2026-05-07 0:00:00,COMPLETED
6708,997,10,2805.85,Card,2026-05-02 18:00:00,COMPLETED
6709,311,14,4877.71,Transfer,2026-05-07 2:00:00,CANCELLED
6710,285,3,881.04,Transfer,2026-05-07 0:00:00,PENDING
6711,372,8,1144.19,Card,2026-05-02 11:00:00,COMPLETED
6712,758,2,650.28,Cash,2026-05-05 16:00:00,CANCELLED
6713,911,9,652.18,Transfer,2026-05-06 9:00:00,CANCELLED
6714,914,11,4494.59,Cash,2026-05-07 15:00:00,CANCELLED
6715,628,5,2656.22,Transfer,2026-05-04 15:00:00,COMPLETED
6716,329,4,2897.91,Transfer,2026-05-01 13:00:00,CANCELLED
6717,630,7,3330.4,Transfer,2026-05-05 18:00:00,COMPLETED
6718,649,3,1046.83,Card,2026-05-06 13:00:00,COMPLETED
6719,932,4,2850.45,Transfer,2026-05-01 16:00:00,CANCELLED
6720,752,19,3635.99,Cash,2026-05-01 21:00:00,PENDING
6721,136,2,1644.32,Cash,2026-05-06 2:00:00,PENDING
6722,621,18,1293.89,Card,2026-05-01 6:00:00,CANCELLED
6723,762,1,3862.7,Card,2026-05-06 13:00:00,PENDING
6724,290,15,557.22,Transfer,2026-05-04 22:00:00,PENDING
6725,149,20,2042.97,Card,2026-05-03 14:00:00,COMPLETED
6726,463,14,3883.82,Card,2026-05-06 7:00:00,COMPLETED
6727,704,12,1545.51,Transfer,2026-05-01 7:00:00,PENDING
6728,584,5,2349.03,Transfer,2026-05-06 3:00:00,PENDING
6729,662,5,3890.17,Transfer,2026-05-06 18:00:00,PENDING
6730,334,14,4063.69,Card,2026-05-07 20:00:00,PENDING
6731,366,4,1148.17,Transfer,2026-05-02 15:00:00,PENDING
6732,335,19,4402.57,Card,2026-05-03 14:00:00,COMPLETED
6733,255,12,2063.47,Cash,2026-05-06 6:00:00,CANCELLED
6734,978,19,3317.7,Card,2026-05-02 5:00:00,COMPLETED
6735,59,14,986.42,Transfer,2026-05-04 14:00:00,CANCELLED
6736,579,5,1488.48,Transfer,2026-05-03 21:00:00,CANCELLED
6737,447,14,2263.5,Card,2026-05-01 19:00:00,CANCELLED
6738,653,5,3301.68,Cash,2026-05-07 5:00:00,CANCELLED
6739,310,9,601.29,Transfer,2026-05-03 16:00:00,PENDING
6740,508,17,2305.21,Cash,2026-05-06 19:00:00,PENDING
6741,10,11,1765.7,Cash,2026-05-04 3:00:00,COMPLETED
6742,205,2,1365.9,Transfer,2026-05-05 12:00:00,CANCELLED
6743,788,9,2362.94,Card,2026-05-03 5:00:00,PENDING
6744,175,16,715.74,Transfer,2026-05-04 2:00:00,CANCELLED
6745,734,11,1385.03,Transfer,2026-05-02 17:00:00,CANCELLED
6746,82,2,3229.5,Transfer,2026-05-07 1:00:00,PENDING
6747,11,13,1852.62,Transfer,2026-05-06 5:00:00,CANCELLED
6748,824,13,916.9,Transfer,2026-05-07 18:00:00,PENDING
6749,204,10,4178.49,Transfer,2026-05-07 5:00:00,CANCELLED
6750,912,16,4411.51,Cash,2026-05-03 18:00:00,COMPLETED
6751,529,19,2926.84,Card,2026-05-04 12:00:00,PENDING
6752,676,16,3545.84,Card,2026-05-06 9:00:00,PENDING
6753,809,19,1283.4,Cash,2026-05-02 23:00:00,CANCELLED
6754,783,14,1859.1,Card,2026-05-06 21:00:00,COMPLETED
6755,701,3,1824.99,Card,2026-05-01 4:00:00,PENDING
6756,486,6,2489.39,Transfer,2026-05-07 4:00:00,PENDING
6757,160,20,3219.27,Card,2026-05-05 1:00:00,COMPLETED
6758,586,20,1098.93,Cash,2026-05-05 20:00:00,COMPLETED
6759,509,18,3749.87,Transfer,2026-05-01 14:00:00,CANCELLED
6760,453,3,2275.93,Transfer,2026-05-05 10:00:00,CANCELLED
6761,355,20,2637.06,Card,2026-05-05 22:00:00,COMPLETED
6762,194,4,3868.75,Transfer,2026-05-03 11:00:00,CANCELLED
6763,991,10,1045.28,Card,2026-05-04 14:00:00,COMPLETED
6764,966,16,2921.28,Card,2026-05-03 3:00:00,PENDING
6765,160,6,1768.42,Card,2026-05-07 1:00:00,PENDING
6766,177,20,2732.56,Cash,2026-05-07 4:00:00,PENDING
6767,484,4,2985.05,Card,2026-05-07 19:00:00,CANCELLED
6768,220,15,3587.17,Card,2026-05-06 0:00:00,CANCELLED
6769,546,2,573.92,Cash,2026-05-01 5:00:00,COMPLETED
6770,184,14,3326.27,Cash,2026-05-01 9:00:00,COMPLETED
6771,386,15,2957.94,Transfer,2026-05-05 20:00:00,CANCELLED
6772,952,15,4393.74,Card,2026-05-04 8:00:00,COMPLETED
6773,747,8,2151.08,Transfer,2026-05-03 8:00:00,COMPLETED
6774,37,15,2288.56,Card,2026-05-04 19:00:00,COMPLETED
6775,777,5,4094.46,Cash,2026-05-01 20:00:00,COMPLETED
